"","V1","V2"
"314",81.728986924255,79.3744184040714
"315",77.2346752460074,74.9827889961004
"316",75.8913056621733,80.6315603241829
"317",83.9767768268473,85.8101192801785
"318",92.0622479915214,91.1627096228923
"319",91.275925496882,89.9951724792814
"320",90.4896030022426,88.888481340512
"321",87.9841500402374,85.9724596970169
"322",85.4786970782323,83.1258022037006
"323",79.0342223784535,77.378533228481
"324",72.5897476786748,71.7315486842282
"325",69.7056715080461,68.6799852432598
"326",67.1034069135542,72.4085136101418
"327",68.0024649156015,72.680134029093
"328",75.1106172825521,77.3865738086239
"329",82.2187696495026,82.2151478623632
"330",78.5644216841006,78.4188139925974
"331",74.9100737186986,74.7052647689043
"332",69.1802910758965,69.4010178279245
"333",63.4505084330945,64.2208155956966
"334",62.1766677700847,62.4964982922261
"335",62.3681713713104,63.4651200474165
"336",0,0
